Sb,Sd,Added,Strain
2.4707,4.7578,2.2871,Str3
3.3828,5.5273,2.1445,Str3
2.7324,5.0039,2.2715,Str3
2.7793,5.2695,2.4902,Str3
2.7285,4.5117,1.7832,Str3
2.1934,4.8829,2.6895,Str3
2.7363,4.4218,1.6855,Str3
2.4062,4.5234,2.1172,Str3
2.4844,4.75,2.2656,Str3
2.5391,4.7539,2.2148,Str3
2.543,4.8789,2.3359,Str3
2.668,5.3438,2.6758,Str3
2.9961,5.1563,2.1602,Str3
2.6777,4.5625,1.8848,Str3
2.3438,4.8829,2.5391,Str3
2.543,4.2735,1.7305,Str3
2.3848,6.0039,3.6191,Str3
2.5391,5.1836,2.6445,Str3
2.8223,4.6797,1.8574,Str3
2.5352,4.836,2.3008,Str3
2.4727,5.4102,2.9375,Str3
2.8027,4.5781,1.7754,Str3
2.5352,4.461,1.9258,Str3
2.4199,4.5742,2.1543,Str3
2.4121,4.5039,2.0918,Str3
2.4121,5.9258,3.5137,Str3
3.123,6.1367,3.0137,Str3
3.3379,5.1563,1.8184,Str3
2.6719,4.1641,1.4922,Str3
2.1465,4.4649,2.3184,Str3
2.4121,5.2734,2.8613,Str3
2.9258,4.9453,2.0195,Str3
2.4277,5.2851,2.8574,Str3
2.8145,4.3868,1.5723,Str3
2.2988,5.8008,3.502,Str3
3.0664,5.2031,2.1367,Str3
2.8633,5.9883,3.125,Str3
3.3184,5.1094,1.791,Str3
2.4707,4.832,2.3613,Str3
2.6855,4.832,2.1465,Str3
2.6719,4.7539,2.082,Str3
2.5352,4.6797,2.1445,Str3
2.5996,4.7461,2.1465,Str3
2.7305,4.5938,1.8633,Str3
2.4785,5.0234,2.5449,Str3
2.7988,5.2226,2.4238,Str3
2.8027,4.914,2.1113,Str3
2.8223,5.2735,2.4512,Str3
2.7305,4.3633,1.6328,Str3
2.3477,4.6329,2.2852,Str3
2.5996,4.2695,1.6699,Str3
2.3203,4.2031,1.8828,Str3
2.4062,4.2929,1.8867,Str3
2.3438,4.2305,1.8867,Str3
2.4062,5.3281,2.9219,Str3
2.9902,5.7382,2.748,Str3
3.2012,5.1055,1.9043,Str3
2.7988,6.3047,3.5059,Str3
3.5098,6.1875,2.6777,Str3
3.5742,5.3359,1.7617,Str3
2.4707,4.5977,2.127,Str3
2.5645,4.4961,1.9316,Str3
2.4121,4.5312,2.1191,Str3
2.4785,4.625,2.1465,Str3
2.5352,4.6329,2.0977,Str3
2.4727,5.0352,2.5625,Str3
2.7578,4.6406,1.8828,Str3
2.543,6.3399,3.7969,Str3
2.3438,4.4883,2.1445,Str3
2.4062,4.75,2.3438,Str3
2.6035,5.543,2.9395,Str3
2.9316,4.7343,1.8027,Str3
2.5645,5.293,2.7285,Str3
2.2891,4.5235,2.2344,Str3
2.2891,4.4063,2.1172,Str3
2.2559,4.6524,2.3965,Str3
2.4922,4.6875,2.1953,Str3
2.2832,3.9023,1.6191,Str3
2.0801,4.7461,2.666,Str3
2.5488,5.2851,2.7363,Str3
2.8789,5.6094,2.7305,Str3
2.9902,4.8789,1.8887,Str3
2.5391,4.6758,2.1367,Str3
2.5391,5.5743,3.0352,Str3
2.7324,4.707,1.9746,Str3
2.4727,5.4375,2.9648,Str3
2.5352,5.2071,2.6719,Str3
2.6641,5.293,2.6289,Str3
2.8672,5.3516,2.4844,Str3
2.7949,4.7773,1.9824,Str3
2.5645,4.0391,1.4746,Str3
2.1543,4.5234,2.3691,Str3
2.4277,4.6562,2.2285,Str3
2.5,4.1992,1.6992,Str3
2.1797,5.25,3.0703,Str3
2.8145,7.5743,4.7598,Str3
4.3008,5.9531,1.6523,Str3
3.1445,5.2265,2.082,Str3
2.0898,4.2656,2.1758,Str3
2.1484,4.2656,2.1172,Str3
2.0957,4.5273,2.4316,Str3
2.4473,5.211,2.7637,Str3
2.7363,4.582,1.8457,Str3
2.373,5.3007,2.9277,Str3
3.002,5.2032,2.2012,Str3
2.7676,4.3789,1.6113,Str3
2.4785,4.9023,2.4238,Str3
2.6211,4.8828,2.2617,Str3
2.7305,4.6172,1.8867,Str3
2.4707,5.1445,2.6738,Str3
2.8867,4.8984,2.0117,Str3
2.4922,4.6797,2.1875,Str3
2.6641,5.211,2.5469,Str3
3.1113,4.1718,1.0605,Str3
2.0898,5.207,3.1172,Str3
2.668,5.0742,2.4062,Str3
2.4727,4.4375,1.9648,Str3
2.2129,4.7813,2.5684,Str3
2.5566,4.75,2.1934,Str3
2.7324,4.789,2.0566,Str3
2.4922,4.8125,2.3203,Str3
2.666,5.3594,2.6934,Str3
2.7305,5.1485,2.418,Str3
2.7363,4.707,1.9707,Str3
2.4922,4.6211,2.1289,Str3
2.6016,5.6836,3.082,Str3
2.8145,5.2266,2.4121,Str3
2.1699,4.6211,2.4512,Str3
2.3438,5.1993,2.8555,Str3
2.5488,5.0742,2.5254,Str3
2.6035,4.9531,2.3496,Str3
2.668,4.5977,1.9297,Str3
2.5,4.4336,1.9336,Str3
2.4199,4.1797,1.7598,Str3
2.2754,5.0313,2.7559,Str3
2.8613,4.8789,2.0176,Str3
2.5352,5.5,2.9648,Str3
2.7422,5.082,2.3398,Str3
2.8672,6.0899,3.2227,Str3
3.3301,5.7305,2.4004,Str3
3.1914,5.8008,2.6094,Str3
2.2109,3.9921,1.7812,Str3
2.0801,4.0313,1.9512,Str3
2.0156,4.1875,2.1719,Str3
2.2188,4.75,2.5312,Str3
2.5352,4.1094,1.5742,Str3
2.2129,4.2305,2.0176,Str3
2.2754,5.1406,2.8652,Str3
2.668,4.7032,2.0352,Str3
2.3477,5.2032,2.8555,Str3
2.7676,5.4063,2.6387,Str3
2.8672,5.1484,2.2812,Str3
2.7363,5.3398,2.6035,Str3
2.9902,5.1406,2.1504,Str3
2.666,4.957,2.291,Str3
2.6133,4.3594,1.7461,Str3
2.3398,4.5546,2.2148,Str3
2.4277,3.9687,1.541,Str3
2.0195,4.8203,2.8008,Str3
2.3438,3.6876,1.3438,Str3
1.8389,3.461,1.6221,Str3
1.8955,7.875,5.9795,Str3
4.293,5.2149,0.9219,Str3
2.9258,4.1133,1.1875,Str3
2.1602,4.6954,2.5352,Str3
2.4121,4.7617,2.3496,Str3
2.3418,4.8906,2.5488,Str3
2.1465,4.4336,2.2871,Str3
2.4082,4.2305,1.8223,Str3
2.3438,5.6993,3.3555,Str3
2.9961,4.8164,1.8203,Str3
2.6035,4.8945,2.291,Str3
2.6211,5.4141,2.793,Str3
2.666,4.6523,1.9863,Str3
2.3438,5.5899,3.2461,Str3
2.9258,5.0156,2.0898,Str3
2.6016,4.6211,2.0195,Str3
2.6035,5.2031,2.5996,Str3
2.8633,4.5,1.6367,Str3
2.4043,5.0273,2.623,Str3
2.6855,5.4921,2.8066,Str3
2.8066,4.7734,1.9668,Str3
2.5391,5.9375,3.3984,Str3
2.4727,4.8125,2.3398,Str3
2.4707,5.8594,3.3887,Str3
2.8027,5.2812,2.4785,Str3
2.6777,4.5937,1.916,Str3
2.2109,4.6289,2.418,Str3
2.3398,4.3007,1.9609,Str3
2.2109,3.8554,1.6445,Str3
2.0156,3.8359,1.8203,Str3
2.0156,4.039,2.0234,Str3
2.084,4.2617,2.1777,Str3
2.1172,5.1719,3.0547,Str3
2.6719,4.5547,1.8828,Str3
2.2109,4.0429,1.832,Str3
2.0234,6.1484,4.125,Str3
3.3457,5.3984,2.0527,Str3
2.9922,5.1484,2.1562,Str3
3.0586,5.0274,1.9688,Str3
2.7949,4.4492,1.6543,Str3
2.5352,5.5977,3.0625,Str3
3.0605,4.6523,1.5918,Str3
2.6133,4.9414,2.3281,Str3
2.4707,5.1797,2.709,Str3
2.6133,4.4258,1.8125,Str3
2.4082,4.4297,2.0215,Str3
2.1484,3.8359,1.6875,Str3
2.1445,3.7812,1.6367,Str3
2.0156,4.5898,2.5742,Str3
2.2832,5.0781,2.7949,Str3
2.7363,4.8203,2.084,Str3
2.4062,4.7031,2.2969,Str3
2.4785,5.0937,2.6152,Str3
2.6035,4.8984,2.2949,Str3
2.5352,4.3008,1.7656,Str3
2.3398,5.4687,3.1289,Str3
2.9316,4.957,2.0254,Str3
2.666,4.7148,2.0488,Str3
2.4082,4.7812,2.373,Str3
2.4844,4.625,2.1406,Str3
2.4707,4.9414,2.4707,Str3
2.7148,4.7539,2.0391,Str3
2.0957,3.9668,1.8711,Str3
2.0156,4.3476,2.332,Str3
2.4082,4.9102,2.502,Str3
2.4922,4.832,2.3398,Str3
2.4609,4.0742,1.6133,Str3
2.1055,4.0508,1.9453,Str3
2.1484,4.289,2.1406,Str3
2.3477,5.9532,3.6055,Str3
3.2168,5.5273,2.3105,Str3
2.9902,5.4062,2.416,Str3
2.3438,6.6563,4.3125,Str3
3.5742,5.418,1.8438,Str3
2.2188,4.5274,2.3086,Str3
2.2188,4.1876,1.9688,Str3
2.1445,4.4375,2.293,Str3
2.5352,4.2696,1.7344,Str3
2.1543,4.8789,2.7246,Str3
2.5352,4.8164,2.2812,Str3
2.4707,4.5977,2.127,Str3
2.2891,5.0821,2.793,Str3
2.7363,5.2109,2.4746,Str3
2.668,4.1641,1.4961,Str3
2.084,4.1602,2.0762,Str3
2.2109,4.8984,2.6875,Str3
2.4707,4.875,2.4043,Str3
3.1855,6.5664,3.3809,Str3
2.7305,4.6602,1.9297,Str3
2.5,5.2266,2.7266,Str3
2.8145,4.3633,1.5488,Str3
2.2754,4.0313,1.7559,Str3
2.1445,4.8125,2.668,Str3
2.6016,4.4297,1.8281,Str3
2.4707,4.3828,1.9121,Str3
2.4062,5.4218,3.0156,Str3
2.9434,5.1797,2.2363,Str3
2.7949,4.3594,1.5645,Str3
2.2754,5.0938,2.8184,Str3
2.6211,4.5586,1.9375,Str3
2.6855,5.0195,2.334,Str3
2.7422,4.8125,2.0703,Str3
2.4727,4.8438,2.3711,Str3
2.5352,4.8204,2.2852,Str3
2.6641,4.4297,1.7656,Str3
2.2188,4.2461,2.0273,Str3
2.2793,4.2461,1.9668,Str3
2.1602,4.9493,2.7891,Str3
2.4785,4.8164,2.3379,Str3
2.6719,4.4141,1.7422,Str3
2.5117,4.5664,2.0547,Str3
2.4199,4.5234,2.1035,Str3
2.4922,4.3672,1.875,Str3
2.4707,4.4648,1.9941,Str3
2.6387,4.961,2.3223,Str3
2.8145,5.8672,3.0527,Str3
2.2754,5.5039,3.2285,Str3
2.7676,5.1641,2.3965,Str3
2.6719,5.2071,2.5352,Str3
2.9961,5.0156,2.0195,Str3
2.5352,4.5743,2.0391,Str3
2.4707,4.6328,2.1621,Str3
2.4707,4.6328,2.1621,Str3
2.4707,4.6641,2.1934,Str3
2.4844,4.7032,2.2188,Str3
2.3418,4.0391,1.6973,Str3
2.0898,4.7734,2.6836,Str3
2.6855,4.9882,2.3027,Str3
2.8711,5.168,2.2969,Str3
2.2188,4.7813,2.5625,Str3
2.6133,4.8321,2.2188,Str3
2.4121,4.2383,1.8262,Str3
2.2188,4.6368,2.418,Str3
2.6777,4.5507,1.873,Str3
2.4707,4.6836,2.2129,Str3
2.4707,4.4805,2.0098,Str3
2.3848,4.3008,1.916,Str3
2.2109,4.5429,2.332,Str3
2.3633,5.3633,3,Str3
2.9375,4.5586,1.6211,Str3
2.2793,4.75,2.4707,Str3
2.4707,4.6875,2.2168,Str3
2.5352,5.0118,2.4766,Str3
2.7949,5.9844,3.1895,Str3
2.4707,4.6875,2.2168,Str3
2.4707,4.7539,2.2832,Str3
2.5391,4.4571,1.918,Str3
2.2754,5.3555,3.0801,Str3
2.7422,5.4102,2.668,Str3
3.0547,5.1563,2.1016,Str3
2.5352,4.2618,1.7266,Str3
2.5352,4.6524,2.1172,Str3
2.4922,4.5938,2.1016,Str3
2.4121,4.6367,2.2246,Str3
2.4121,4.6562,2.2441,Str3
2.373,5.332,2.959,Str3
2.7949,5.457,2.6621,Str3
2.2441,4.2265,1.9824,Str3
2.3398,5.0156,2.6758,Str3
2.666,4.5547,1.8887,Str3
2.2129,4.1055,1.8926,Str3
2.0801,4.4336,2.3535,Str3
2.3535,4.7461,2.3926,Str3
2.4043,4.3086,1.9043,Str3
2.1602,4.4493,2.2891,Str3
2.2246,4.3555,2.1309,Str3
2.1445,5.789,3.6445,Str3
3.0566,5.4453,2.3887,Str3
2.7793,4.4531,1.6738,Str3
2.3633,5.6094,3.2461,Str3
3.1367,4.9765,1.8398,Str3
3.0547,4.625,1.5703,Str3
2.4707,4.8984,2.4277,Str3
2.6074,4.1875,1.5801,Str3
2.2109,4.6328,2.4219,Str3
2.6074,5.207,2.5996,Str3
2.7305,5.336,2.6055,Str3
2.8672,4.707,1.8398,Str3
2.4844,4.9571,2.4727,Str3
2.4785,4.8008,2.3223,Str3
2.5566,4.6015,2.0449,Str3
2.4727,4.9219,2.4492,Str3
2.3477,4.4454,2.0977,Str3
2.2109,4.039,1.8281,Str3
2.0156,3.6777,1.6621,Str3
1.9033,5.1992,3.2959,Str3
2.791,4.4961,1.7051,Str3
2.4707,4.5547,2.084,Str3
2.4062,4.2695,1.8633,Str3
2.0156,4.3633,2.3477,Str3
2.2188,4.5899,2.3711,Str3
2.373,5.0898,2.7168,Str3
2.6211,5.0899,2.4688,Str3
2.8145,4.7188,1.9043,Str3
2.4473,4.5547,2.1074,Str3
2.3418,5.0391,2.6973,Str3
2.7949,4.6328,1.8379,Str3
2.5488,4.8476,2.2988,Str3
2.6777,5.3398,2.6621,Str3
2.2344,4.3711,2.1367,Str3
2.2188,4.5821,2.3633,Str3
2.2832,4.9453,2.6621,Str3
2.668,4.4336,1.7656,Str3
2.3535,5.1992,2.8457,Str3
2.6641,4.5586,1.8945,Str3
2.2188,4.5547,2.3359,Str3
2.4082,4.293,1.8848,Str3
2.2754,4.4063,2.1309,Str3
2.3086,4.4492,2.1406,Str3
2.5352,4.7032,2.168,Str3
2.4707,4.7695,2.2988,Str3
2.5352,5.9102,3.375,Str3
3.1738,5.082,1.9082,Str3
2.7988,4.7461,1.9473,Str3
2.666,5.4375,2.7715,Str3
2.6133,4.7617,2.1484,Str3
2.5391,4.875,2.3359,Str3
2.6523,4.1289,1.4766,Str3
2.2344,4.4883,2.2539,Str3
2.4062,4.7109,2.3047,Str3
2.4922,4.0625,1.5703,Str3
2.0957,4.7656,2.6699,Str3
2.6133,5.2031,2.5898,Str3
2.7949,4.9609,2.166,Str3
2.8633,5.2695,2.4062,Str3
2.9258,5.1485,2.2227,Str3
2.7305,4.6446,1.9141,Str3
2.3477,5.2969,2.9492,Str3
2.8223,5.6641,2.8418,Str3
2.2109,4.6836,2.4727,Str3
2.4082,4.9297,2.5215,Str3
2.7148,4.6796,1.9648,Str3
2.5352,5.1797,2.6445,Str3
2.7031,4.9101,2.207,Str3
2.4844,6.4414,3.957,Str3
3.4453,7.3555,3.9102,Str3
3.9707,5.7891,1.8184,Str3
3.1855,5.4804,2.2949,Str3
2.9961,5.4649,2.4688,Str3
3.0879,5.5078,2.4199,Str3
3.0879,5.2149,2.127,Str3
2.8613,5.0039,2.1426,Str3
2.3848,4.3438,1.959,Str3
2.1289,4.5508,2.4219,Str3
2.4062,4.6914,2.2852,Str3
2.2793,4.1719,1.8926,Str3
2.1465,4.5195,2.373,Str3
2.3477,4.1055,1.7578,Str3
2.1543,5.3477,3.1934,Str3
2.8555,4.7149,1.8594,Str3
2.5566,4.289,1.7324,Str3
2.2109,4.4882,2.2773,Str3
2.4062,4.2343,1.8281,Str3
2.2188,4.379,2.1602,Str3
2.3535,5.5976,3.2441,Str3
2.9258,5.0117,2.0859,Str3
2.9062,5.1445,2.2383,Str3
2.2754,4.9414,2.666,Str3
2.5352,4.4219,1.8867,Str3
2.2754,3.7754,1.5,Str3
2.0156,4.5117,2.4961,Str3
2.3438,4.0977,1.7539,Str3
2.0801,3.9746,1.8945,Str3
2.1543,4.8906,2.7363,Str3
2.7363,5.3984,2.6621,Str3
2.7305,5.6993,2.9688,Str3
3.2168,5.0781,1.8613,Str3
2.6719,4.625,1.9531,Str3
2.6719,5.1211,2.4492,Str3
2.8867,5.0859,2.1992,Str3
2.7422,4.8164,2.0742,Str3
2.5352,5.2149,2.6797,Str3
2.6641,4.8125,2.1484,Str3
2.2559,3.7813,1.5254,Str3
1.9512,4.2266,2.2754,Str3
2.2754,4.5508,2.2754,Str3
2.2754,5.332,3.0566,Str3
2.5352,5.5391,3.0039,Str3
2.9258,4.1758,1.25,Str3
2.1445,4.2929,2.1484,Str3
2.0801,4.3594,2.2793,Str3
2.4062,4.0312,1.625,Str3
2.1445,3.9179,1.7734,Str3
1.9512,4.6211,2.6699,Str3
2.4785,4.4922,2.0137,Str3
2.0898,4.1093,2.0195,Str3
2.6133,4.2656,1.6523,Str3
2.2109,4.7734,2.5625,Str3
2.4727,5.7227,3.25,Str3
2.9922,4.8906,1.8984,Str3
2.5996,4.957,2.3574,Str3
2.666,4.7187,2.0527,Str3
2.4727,4.4297,1.957,Str3
2.2754,4.2891,2.0137,Str3
2.3418,5.0781,2.7363,Str3
2.7324,5.1562,2.4238,Str3
2.7305,5.2774,2.5469,Str3
2.9277,5.3515,2.4238,Str3
2.9258,5.4024,2.4766,Str3
2.9902,6.2148,3.2246,Str3
3.4668,5.6367,2.1699,Str3
1.8896,5.8203,3.9307,Str3
3.1523,5.2734,2.1211,Str3
2.543,4.9688,2.4258,Str3
2.5645,4.6875,2.123,Str3
2.4043,4.7539,2.3496,Str3
2.5352,5.2696,2.7344,Str3
2.6641,4.7618,2.0977,Str3
2.5391,4.4883,1.9492,Str3
2.0801,3.7266,1.6465,Str3
2.0234,4.4882,2.4648,Str3
2.4062,4.5,2.0938,Str3
2.1445,4.875,2.7305,Str3
2.6016,4.4844,1.8828,Str3
2.2109,3.9765,1.7656,Str3
2.4707,4.9414,2.4707,Str3
2.4043,5.2891,2.8848,Str3
2.6855,4.496,1.8105,Str3
2.4785,7.4844,5.0059,Str3
4.0391,5.7344,1.6953,Str3
2.8672,5.7695,2.9023,Str3
2.9707,5.3633,2.3926,Str3
2.8789,4.8945,2.0156,Str3
2.7988,4.6875,1.8887,Str3
2.3418,4.4453,2.1035,Str3
2.2188,4.4805,2.2617,Str3
2.3848,4.3828,1.998,Str3
2.3438,5.0079,2.6641,Str3
2.4727,4.3008,1.8281,Str3
2.084,4.4414,2.3574,Str3
2.4727,4.3711,1.8984,Str3
2.2109,4.2265,2.0156,Str3
2.3418,4.8242,2.4824,Str3
2.4707,4.2422,1.7715,Str3
2.3477,4.0977,1.75,Str3
2.1465,4.6875,2.541,Str3
2.2754,4.5117,2.2363,Str3
2.4277,4.414,1.9863,Str3
2.373,4.6875,2.3145,Str3
2.2754,4.4844,2.209,Str3
2.4043,4.5625,2.1582,Str3
2.3438,4.4883,2.1445,Str3
2.3418,4.4375,2.0957,Str3
2.4707,4.6172,2.1465,Str3
2.6016,4.7188,2.1172,Str3
2.4355,4.4062,1.9707,Str3
2.2891,5.2696,2.9805,Str3
2.7305,5.2774,2.5469,Str3
2.9277,4.7656,1.8379,Str3
2.4785,4.6601,2.1816,Str3
2.4355,4.5273,2.0918,Str3
2.4727,4.4336,1.9609,Str3
2.4785,5.3633,2.8848,Str3
3.0723,6.8985,3.8262,Str3
3.9668,6.582,2.6152,Str3
3.584,5.6602,2.0762,Str3
3.127,5.5079,2.3809,Str3
3.0254,4.3633,1.3379,Str3
2.3438,4.8204,2.4766,Str3
1.8213,4.1211,2.2998,Str3
2.1465,3.9024,1.7559,Str3
2.0801,4.5625,2.4824,Str3
2.4082,4.4883,2.0801,Str3
2.2109,5.4023,3.1914,Str3
2.6719,4.6836,2.0117,Str3
2.2754,4.0977,1.8223,Str3
2.1465,3.7793,1.6328,Str3
1.9541,4.5977,2.6436,Str3
2.4199,4.3945,1.9746,Str3
2.2246,4.5586,2.334,Str3
2.2832,4.3047,2.0215,Str3
2.1445,4.1914,2.0469,Str3
2.2793,4.6563,2.377,Str3
2.9922,4.9492,1.957,Str3
2.6016,4.5508,1.9492,Str3
2.4062,4.2929,1.8867,Str3
2.0801,5.1719,3.0918,Str3
2.7363,4.3945,1.6582,Str3
2.2891,4.1641,1.875,Str3
2.0156,3.8476,1.832,Str3
2.0801,5.3516,3.2715,Str3
2.7305,5.2149,2.4844,Str3
2.6016,5.1446,2.543,Str3
2.6074,4.4336,1.8262,Str3
2.2129,4.5742,2.3613,Str3
2.4062,5.1562,2.75,Str3
2.6855,5.2773,2.5918,Str3
1.8389,4.1602,2.3213,Str3
2.2754,3.5195,1.2441,Str3
1.8896,4.1835,2.2939,Str3
2.0801,4.625,2.5449,Str3
2.3477,4.3555,2.0078,Str3
2.0801,4.1719,2.0918,Str3
2.0801,3.7871,1.707,Str3
1.8848,3.9825,2.0977,Str3
1.9512,4.3711,2.4199,Str3
2.4043,4.2148,1.8105,Str3
2.2129,4.0352,1.8223,Str3
2.4082,4.6328,2.2246,Str3
2.2793,4.3672,2.0879,Str3
2.2129,4.4883,2.2754,Str3
2.3418,3.9297,1.5879,Str3
2.0156,4.25,2.2344,Str3
2.1543,5.3984,3.2441,Str3
2.7949,4.8125,2.0176,Str3
2.4062,4.6992,2.293,Str3
2.4082,4.0391,1.6309,Str3
2.1445,4.2343,2.0898,Str3
2.2754,5.0156,2.7402,Str3
2.6035,5.1484,2.5449,Str3
2.6074,4.8828,2.2754,Str3
2.4707,5.1406,2.6699,Str3
2.5352,3.6465,1.1113,Str3
1.9541,4.6289,2.6748,Str3
2.2793,4.3633,2.084,Str3
2.1445,4.6211,2.4766,Str3
2.2129,4.4258,2.2129,Str3
2.1484,4.1601,2.0117,Str3
1.9512,3.9063,1.9551,Str3
1.8857,4.0312,2.1455,Str3
1.9512,4.1641,2.2129,Str3
1.8848,3.9043,2.0195,Str3
1.8848,3.9825,2.0977,Str3
1.9512,4.4883,2.5371,Str3
2.2754,4.2383,1.9629,Str3
2.1543,4.5781,2.4238,Str3
2.2793,4.4297,2.1504,Str3
2.4121,4.0469,1.6348,Str3
2.0801,3.9883,1.9082,Str3
1.7549,6.0508,4.2959,Str3
2.8027,5.125,2.3223,Str3
2.6387,6.5899,3.9512,Str3
3.2734,4.9023,1.6289,Str3
2.5391,4.8789,2.3398,Str3
2.4727,4.5743,2.1016,Str3
2.6016,4.6055,2.0039,Str3
2.6387,4.6914,2.0527,Str3
2.5352,4.8204,2.2852,Str3
2.668,4.2305,1.5625,Str3
2.3398,4.6914,2.3516,Str3
2.4727,5.3868,2.9141,Str3
2.8867,4.8945,2.0078,Str3
2.7422,5.2344,2.4922,Str3
2.7988,4.9023,2.1035,Str3
2.668,4.9532,2.2852,Str3
2.8633,4.9024,2.0391,Str3
2.7949,5.5312,2.7363,Str3
3.1191,5.664,2.5449,Str3
2.2754,4.25,1.9746,Str3
2.2246,3.791,1.5664,Str3
2.0156,4.9453,2.9297,Str3
2.4727,5.2227,2.75,Str3
2.8027,4.8203,2.0176,Str3
2.5352,4.5586,2.0234,Str3
2.2754,3.8359,1.5605,Str3
2.0156,4.6406,2.625,Str3
2.3418,4.9492,2.6074,Str3
2.5,4.6172,2.1172,Str3
2.4707,4.0977,1.627,Str3
2.1484,4.3593,2.2109,Str3
2.3398,4.3007,1.9609,Str3
2.2109,4.6953,2.4844,Str3
2.4844,4.7032,2.2188,Str3
2.668,5.0118,2.3438,Str3
2.5352,4.3008,1.7656,Str3
2.084,3.8379,1.7539,Str3
2.0801,3.9102,1.8301,Str3
1.9502,5.4648,3.5146,Str3
2.8633,5.8281,2.9648,Str3
3.0156,5.2148,2.1992,Str3
2.8672,4.9297,2.0625,Str3
2.6211,4.875,2.2539,Str3
2.5996,4.6211,2.0215,Str3
2.4707,4.1641,1.6934,Str3
2.2793,4.8086,2.5293,Str3
2.084,4.4375,2.3535,Str3
2.2793,4.2266,1.9473,Str3
2.0156,4.3789,2.3633,Str3
2.1543,4.7539,2.5996,Str3
2.4043,3.7969,1.3926,Str3
2.0957,4.6914,2.5957,Str3
2.4785,4.4219,1.9434,Str3
1.9668,4.3594,2.3926,Str3
2.1484,4.289,2.1406,Str3
2.0801,4.375,2.2949,Str3
2.3438,4.5586,2.2148,Str3
2.2109,4.4882,2.2773,Str3
2.2109,4.6953,2.4844,Str3
1.8848,4.4336,2.5488,Str3
2.1543,4.3789,2.2246,Str3
2.4785,4.6211,2.1426,Str3
2.4062,4.5703,2.1641,Str3
2.3438,4.2422,1.8984,Str3
2.0957,4.4492,2.3535,Str3
2.2891,4.5118,2.2227,Str3
2.4062,4.0468,1.6406,Str3
2.1445,4.3047,2.1602,Str3
2.2793,4.8984,2.6191,Str3
2.4785,3.9023,1.4238,Str3
2.0156,5.2968,3.2812,Str3
2.6211,4.8125,2.1914,Str3
2.4062,4.7617,2.3555,Str3
2.4062,4.3789,1.9727,Str3
2.1465,7.1719,5.0254,Str3
3.7109,5.9179,2.207,Str3
3.25,5.2734,2.0234,Str3
2.6016,4.7539,2.1523,Str3
2.4062,4.5312,2.125,Str3
2.2988,4.2343,1.9355,Str3
2.2129,3.9102,1.6973,Str3
2.0156,4.8125,2.7969,Str3
2.4707,5.0859,2.6152,Str3
2.1484,4.4882,2.3398,Str3
2.2109,4.5468,2.3359,Str3
2.3398,5.0742,2.7344,Str3
2.7949,4.9922,2.1973,Str3
2.5,5.0078,2.5078,Str3
2.666,3.7168,1.0508,Str3
1.8955,4.4844,2.5889,Str3
2.3398,3.9804,1.6406,Str3
2.2129,5.2031,2.9902,Str3
2.666,4.3555,1.6895,Str3
2.3398,4.3554,2.0156,Str3
2.2109,3.7929,1.582,Str3
1.9541,4.2344,2.2803,Str3
2.3438,4.4024,2.0586,Str3
2.3203,8.7969,6.4766,Str3
5.4062,9.2421,3.8359,Str3
4.75,6.832,2.082,Str3
3.6406,5.7304,2.0898,Str3
3.1914,4.5078,1.3164,Str3
2.4277,4.7695,2.3418,Str3
2.6211,4.8125,2.1914,Str3
2.5352,4.6446,2.1094,Str3
2.5391,4.6211,2.082,Str3
2.4082,4.3477,1.9395,Str3
2.1934,4.25,2.0566,Str3
2.207,4.1953,1.9883,Str3
2.3477,5.418,3.0703,Str3
2.8633,5.1485,2.2852,Str3
1.8857,4.2929,2.4072,Str3
1.9541,4.1055,2.1514,Str3
2.0801,4.3828,2.3027,Str3
2.2754,4.6836,2.4082,Str3
2.2695,4.5859,2.3164,Str3
2.4062,5.0859,2.6797,Str3
2.8027,4.8007,1.998,Str3
2.3633,4.5742,2.2109,Str3
2.3418,5.1875,2.8457,Str3
2.5762,4.8399,2.2637,Str3
2.4785,4.1758,1.6973,Str3
2.0801,4.6367,2.5566,Str3
2.4062,4.5585,2.1523,Str3
2.1445,4.3007,2.1562,Str3
2.1465,4.2305,2.084,Str3
2.0801,3.9551,1.875,Str3
2.1699,4.039,1.8691,Str3
2.084,5.0274,2.9434,Str3
2.543,4.6016,2.0586,Str3
2.4844,4.7071,2.2227,Str3
